date,shared_plan_energy_kwh,shared_plan_cost_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_emergency_energy_kwh,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_saving_yuan,dp_saving_rate_percent
2025-06-02,72039.55802892966,44670.73907448533,1990.05812611761,13280.933609106014,57951.67268359134,1990.058126117611,10301.544003364917,54972.283077850254,2979.3896057410893,5.141162399242853
2025-06-03,74634.5807398049,47110.812033127004,18.0647220792888,121.73297380410195,47232.545006931105,18.064722079288572,121.73297380410041,47232.545006931105,0.0,0.0
2025-06-04,75664.91773433637,48047.93195803212,0.0,0.0,48047.93195803212,0.0,0.0,48047.93195803212,0.0,0.0
2025-06-05,75245.9447325812,47486.781474082556,0.0,0.0,47486.781474082556,0.0,0.0,47486.781474082556,0.0,0.0
2025-06-06,29111.98789283614,15104.902094720124,6055.246256239539,36567.52696203036,51672.42905675048,6638.75564473954,31403.90666699619,46508.80876171631,5163.6202950341685,9.992989277440586
2025-06-07,37156.39286568362,21304.548426252884,0.0,0.0,21304.548426252884,0.0,0.0,21304.548426252884,0.0,0.0
2025-06-08,83460.23533153225,53570.46767480385,0.0,0.0,53570.46767480385,0.0,0.0,53570.46767480385,0.0,0.0
2025-06-09,76796.0319965206,49089.13465596501,0.0,0.0,49089.13465596501,0.0,0.0,49089.13465596501,0.0,0.0
2025-06-10,76819.36508681583,49336.64346579547,0.0,0.0,49336.64346579547,0.0,0.0,49336.64346579547,0.0,0.0
2025-06-11,76436.49605566474,49072.09557674989,2300.725757791291,13104.17614113562,62176.27171788551,2300.72575779129,11959.12513353641,61031.2207102863,1145.051007599206,1.8416205667568564
2025-06-12,83028.66456617106,53488.78445966686,0.0,0.0,53488.78445966686,0.0,0.0,53488.78445966686,0.0,0.0
2025-06-13,35529.3094633315,20715.799192300372,0.0,0.0,20715.799192300372,0.0,0.0,20715.799192300372,0.0,0.0
2025-06-14,37769.391252006746,22101.7028616245,0.0,0.0,22101.7028616245,0.0,0.0,22101.7028616245,0.0,0.0
2025-06-15,79887.0861126472,51461.00926418838,0.0,0.0,51461.00926418838,0.0,0.0,51461.00926418838,0.0,0.0
2025-06-16,78597.71801718185,50652.700195865604,0.0,0.0,50652.700195865604,0.0,0.0,50652.700195865604,0.0,0.0
2025-06-17,78294.9633969308,50468.191039345606,0.0,0.0,50468.191039345606,0.0,0.0,50468.191039345606,0.0,0.0
2025-06-18,81014.69568987505,52108.97128074325,0.0,0.0,52108.97128074325,0.0,0.0,52108.97128074325,0.0,0.0
2025-06-19,78670.13743902429,50716.91158352282,0.0,0.0,50716.91158352282,0.0,0.0,50716.91158352282,0.0,0.0
2025-06-20,35864.39849684962,20907.94253647508,0.0,0.0,20907.94253647508,0.0,0.0,20907.94253647508,0.0,0.0
2025-06-21,34125.036517369896,19721.293969568855,101.9553211245919,413.2217541428411,20134.515723711695,101.95532112459182,386.72260939478946,20108.016578963645,26.49914474804973,0.13161053939252504
2025-06-22,72395.87199911452,46439.724835161585,0.0,0.0,46439.724835161585,0.0,0.0,46439.724835161585,0.0,0.0
2025-06-23,72972.54275015174,46468.79079898081,0.0,0.0,46468.79079898081,0.0,0.0,46468.79079898081,0.0,0.0
2025-06-24,73761.91941065766,47082.01161521005,5095.579134465568,29279.03097260224,76361.04258781229,5095.579134465569,25894.919841491894,72976.93145670195,3384.111131110345,4.431724628718559
2025-06-25,80710.55401107692,51609.934276588014,0.0,0.0,51609.934276588014,0.0,0.0,51609.934276588014,0.0,0.0
2025-06-26,77972.67332315665,49957.83002431945,0.0,0.0,49957.83002431945,0.0,0.0,49957.83002431945,0.0,0.0
2025-06-27,34359.126454215795,19485.8633942393,0.0,0.0,19485.8633942393,0.0,0.0,19485.8633942393,0.0,0.0
2025-06-28,33114.85123904364,18786.017844600952,0.0,0.0,18786.017844600952,0.0,0.0,18786.017844600952,0.0,0.0
2025-06-29,73490.55035946672,47198.447467833015,0.0,0.0,47198.447467833015,0.0,0.0,47198.447467833015,0.0,0.0
2025-06-30,73809.39387250393,46943.79766516268,0.0,0.0,46943.79766516268,0.0,0.0,46943.79766516268,0.0,0.0
2025-07-01,74946.5915237685,47529.485549262914,5736.643772761444,34071.299765906966,81600.78531516988,5736.643772761443,25080.044609685654,72609.53015894856,8991.25515622132,11.018589001924486
2025-07-02,82265.19280444397,52096.291383676755,190.35708018209513,1062.0401704130854,53158.33155408984,476.943963573514,1690.0150777886158,53786.30646146537,-627.9749073755302,-1.1813292272661928
2025-07-03,80637.14390646332,51276.45278049895,3356.239329256753,22366.228008423925,73642.68078892288,3356.2393292567535,19070.657659514334,70347.11044001329,3295.5703489095904,4.475081995392678
2025-07-04,33913.27718073571,18933.11288389277,7108.176439191421,33755.62056776319,52688.73345165596,7108.176439191424,30581.827634743244,49514.94051863601,3173.7929330199477,6.023665260300916
2025-07-05,43757.25936969696,25833.784070507987,67.318625646392,257.61682849318515,26091.40089900117,67.318625646392,257.61682849318515,26091.40089900117,0.0,0.0
2025-07-06,82514.4018849785,53994.96998986121,945.5949646855443,6512.457773926753,60507.427763787964,945.5949646855441,5210.960162551864,59205.93015241307,1301.4976113748926,2.1509716401360612
2025-07-07,84775.83093833688,55300.316354521776,0.0,0.0,55300.316354521776,0.0,0.0,55300.316354521776,0.0,0.0
2025-07-08,79576.35874949029,51576.72227563411,0.0,0.0,51576.72227563411,0.0,0.0,51576.72227563411,0.0,0.0
2025-07-09,81284.39886639689,52895.9962088609,0.0,0.0,52895.9962088609,0.0,0.0,52895.9962088609,0.0,0.0
2025-07-10,78860.14415113474,51185.47688233173,0.0,0.0,51185.47688233173,0.0,0.0,51185.47688233173,0.0,0.0
2025-07-11,41698.11478737466,24934.103143564644,281.12643662051164,1116.145427683257,26050.2485712479,281.12643662051164,1116.145427683257,26050.2485712479,0.0,0.0
2025-07-12,44188.39091552467,26353.778092063614,0.0,0.0,26353.778092063614,0.0,0.0,26353.778092063614,0.0,0.0
2025-07-13,81813.79672366269,53029.87316951295,0.0,0.0,53029.87316951295,0.0,0.0,53029.87316951295,0.0,0.0
2025-07-14,77261.56918358059,50259.24452678004,0.0,0.0,50259.24452678004,0.0,0.0,50259.24452678004,0.0,0.0
2025-07-15,76475.94482003938,49737.28982600358,0.0,0.0,49737.28982600358,0.0,0.0,49737.28982600358,0.0,0.0
2025-07-16,76638.71423184336,49677.9925502913,0.0,0.0,49677.9925502913,0.0,0.0,49677.9925502913,0.0,0.0
2025-07-17,77267.90073806109,49975.93595606936,0.0,0.0,49975.93595606936,0.0,0.0,49975.93595606936,0.0,0.0
2025-07-18,43810.47175598884,26371.563075682963,0.0,0.0,26371.563075682963,0.0,0.0,26371.563075682963,0.0,0.0
2025-07-19,42278.818867223206,25387.49394887186,0.0,0.0,25387.49394887186,0.0,0.0,25387.49394887186,0.0,0.0
2025-07-20,79673.95477267419,52005.09319126692,0.0,0.0,52005.09319126692,0.0,0.0,52005.09319126692,0.0,0.0
2025-07-21,77943.67681045298,50834.42286495836,0.0,0.0,50834.42286495836,0.0,0.0,50834.42286495836,0.0,0.0
2025-07-22,78662.78287247225,51225.368545381585,0.0,0.0,51225.368545381585,0.0,0.0,51225.368545381585,0.0,0.0
2025-07-23,79119.17985438286,51537.405258794985,0.0,0.0,51537.405258794985,0.0,0.0,51537.405258794985,0.0,0.0
2025-07-24,79592.37803094953,52026.464624433545,0.0,0.0,52026.464624433545,0.0,0.0,52026.464624433545,0.0,0.0
2025-07-25,42736.34959125539,25905.565098326602,0.0,0.0,25905.565098326602,0.0,0.0,25905.565098326602,0.0,0.0
2025-07-26,41473.410923675794,25035.375716369468,0.0,0.0,25035.375716369468,0.0,0.0,25035.375716369468,0.0,0.0
2025-07-27,79026.08914148169,50961.073123160895,195.16645248834283,966.4468973246073,51927.5200204855,195.16645248834283,966.4468973246073,51927.5200204855,0.0,0.0
2025-07-28,78341.68394189741,50800.890059962796,1600.6991586240974,10714.29237188541,61515.18243184821,1600.6991586240988,8481.172106571026,59282.062166533826,2233.1202653143846,3.630193680703827
2025-07-29,83170.3549692194,53797.136329986904,0.0,0.0,53797.136329986904,0.0,0.0,53797.136329986904,0.0,0.0
